Degerlendirme Puani,Ikametgah Bolgesi,Ikametgah Sehri Kademe Puani,Uni Grup,Universite Turu,Burs Yuzdesi Grubu,Universite Kacinci Sinif,Universite Not Ortalamasi,Lise Mezuniyet Notu Grup,Anne Egitim Durumu Grup,Anne Calisma Durumu,Anne Sektor Grup,Baba Egitim Durumu Grup,Baba Sektor Grup,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Kulup Ismi Grup,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Spor Dalindaki Rolunuz Nedir?,STK Üye Grup,Aktif Katilim
42.0,2,1,0.0,0,0,2,2,1,0,1,2,1,0,1.0,1,5,0,1,1,0,1,1.0,0,3,3
42.0,2,1,0.0,0,0,2,2,0,2,0,0,1,1,1.0,1,5,0,1,1,1,1,2.0,0,1,4
26.0,2,1,0.0,0,0,0,0,0,2,1,1,2,0,1.0,1,5,1,0,0,1,1,0.0,1,5,3
34.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,1.0,1,5,0,0,1,0,1,1.0,0,5,2
20.0,2,1,0.0,0,0,0,0,0,3,1,1,2,2,1.0,1,5,0,0,0,0,0,1.0,0,5,1
15.0,2,1,0.0,0,0,2,2,0,3,2,0,1,0,2.0,0,5,0,0,0,0,1,2.0,0,5,0
29.0,0,5,0.0,0,0,2,2,0,2,0,0,1,0,2.0,1,5,0,0,1,0,1,1.0,0,5,2
41.0,2,1,0.0,0,0,2,2,0,3,1,2,2,1,0.0,1,5,0,0,1,0,1,1.0,0,5,2
21.0,2,1,0.0,0,0,2,2,0,1,0,0,2,2,2.0,0,5,0,0,1,0,1,1.0,0,5,1
3.0,2,1,0.0,0,0,0,0,0,2,0,0,0,0,1.0,0,5,0,0,0,0,1,1.0,0,5,0
25.0,2,1,0.0,0,0,2,2,0,1,1,1,0,0,1.0,1,5,0,0,0,0,0,1.0,0,5,1
27.0,2,1,0.0,0,0,0,0,0,2,1,2,1,2,1.0,1,5,0,0,1,1,1,1.0,0,5,3
21.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,1.0,0,5,0,0,1,0,1,1.0,0,5,1
44.0,2,1,0.0,0,0,2,2,0,2,2,0,2,0,1.0,1,5,0,1,1,1,1,1.0,0,4,4
10.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,4.0,0,5,0,0,0,0,1,1.0,0,5,0
9.0,2,1,0.0,0,0,0,0,0,1,0,0,0,1,2.0,0,5,0,0,0,0,1,0.0,0,5,0
19.0,0,5,0.0,0,0,2,2,0,1,1,1,1,0,2.0,1,5,0,0,0,0,1,0.0,0,5,1
24.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,5.0,0,5,0,0,1,0,1,1.0,0,5,1
9.0,2,1,0.0,0,0,2,2,1,1,0,0,1,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
6.0,2,1,0.0,0,0,0,0,0,2,0,0,2,2,3.0,0,5,0,0,0,0,1,1.0,0,5,0
7.0,0,6,0.0,0,0,0,0,0,1,0,0,1,1,3.0,0,5,0,0,0,0,1,0.0,0,5,0
17.0,2,4,0.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,0,0,1,0,0,1.0,0,5,1
7.0,1,3,0.0,0,0,0,0,0,1,1,1,0,0,2.0,0,5,0,0,0,0,1,0.0,0,5,0
17.0,2,1,0.0,0,0,0,0,1,2,0,0,1,1,1.0,0,5,0,1,0,0,1,1.0,0,1,1
27.0,1,1,0.0,0,0,0,0,0,3,2,0,2,0,2.0,1,5,0,0,0,0,1,1.0,0,5,1
44.0,2,1,0.0,0,0,0,0,1,2,1,1,3,1,2.0,1,5,1,0,1,0,1,1.0,0,5,3
46.0,2,1,0.0,0,0,2,2,0,3,2,0,2,0,2.0,1,5,0,1,1,1,1,1.0,0,1,4
16.0,1,1,0.0,0,0,0,0,0,2,0,0,1,0,3.0,0,5,0,0,1,0,1,1.0,0,5,1
15.0,2,1,0.0,0,0,2,2,0,0,0,0,1,0,3.0,0,5,0,0,0,0,1,1.0,0,5,0
33.0,0,6,0.0,0,0,0,0,0,2,0,0,0,0,2.0,1,5,0,1,0,0,1,0.0,0,1,2
14.0,1,1,0.0,0,0,2,2,0,1,1,1,0,1,3.0,0,5,0,0,0,0,1,0.0,0,5,0
11.0,2,2,0.0,0,0,0,0,0,1,0,0,0,1,4.0,0,5,0,0,0,0,1,1.0,0,5,0
25.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,0,1,1,0,1,1.0,0,1,2
9.0,1,5,0.0,0,0,0,0,0,1,0,0,0,0,3.0,0,5,0,0,0,0,1,1.0,0,5,0
15.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,0,0,1,0,1,0.0,0,5,1
17.0,2,1,0.0,0,0,2,2,0,0,0,0,0,2,2.0,0,5,0,0,1,0,0,1.0,0,5,1
9.0,2,4,0.0,0,0,2,2,0,1,1,2,1,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
7.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,0,5,0,0,0,0,1,0.0,0,5,0
30.0,2,1,0.0,0,0,0,0,0,1,0,0,2,2,1.0,1,5,0,0,1,0,1,2.0,0,5,2
47.0,2,1,0.0,0,0,0,0,0,2,0,0,2,2,1.0,1,5,1,1,1,1,1,1.0,1,1,5
19.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,5.0,0,5,0,0,1,1,1,1.0,0,5,2
7.0,0,6,0.0,0,0,0,0,0,1,0,0,2,2,2.0,0,5,0,0,0,0,1,0.0,0,5,0
6.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,1.0,0,5,0,0,0,0,1,0.0,0,5,0
48.0,2,1,0.0,1,0,2,2,0,3,1,2,2,2,2.0,1,5,1,1,1,1,1,1.0,1,1,5
12.0,0,5,0.0,0,0,0,0,0,1,0,0,1,1,2.0,0,5,0,0,0,0,1,1.0,0,5,0
34.0,2,1,0.0,0,0,0,0,0,2,0,0,1,1,1.0,0,5,0,1,1,1,1,1.0,0,3,3
15.0,2,1,0.0,0,0,2,2,0,3,0,0,2,0,1.0,0,5,0,0,0,1,1,2.0,0,5,1
24.0,1,3,0.0,0,0,2,2,0,2,0,0,2,0,0.0,0,5,0,0,1,0,1,1.0,0,5,1
7.0,2,1,0.0,0,0,0,0,0,3,0,0,2,2,0.0,0,5,0,0,0,0,1,2.0,0,5,0
18.0,2,1,0.0,0,0,0,0,0,3,2,0,1,0,3.0,1,5,0,0,0,0,1,1.0,0,5,1
23.0,2,1,0.0,1,0,0,0,0,2,0,0,2,1,1.0,1,5,0,0,0,0,1,2.0,0,5,1
15.0,2,1,0.0,0,0,0,0,0,3,2,0,2,0,1.0,0,5,0,0,0,0,1,2.0,0,5,0
24.0,2,1,0.0,0,0,0,0,0,3,1,2,2,0,0.0,1,5,0,0,0,0,1,2.0,0,5,1
16.0,2,1,0.0,0,0,0,0,0,3,2,0,2,1,1.0,1,5,0,0,0,0,1,2.0,0,5,1
21.0,2,1,0.0,0,0,0,0,0,3,1,2,2,2,1.0,0,5,0,0,1,1,1,1.0,0,5,2
53.0,2,1,0.0,1,0,2,2,0,3,1,2,3,2,1.0,1,5,1,0,1,1,1,2.0,2,5,4
18.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,1.0,1,5,0,0,0,0,1,2.0,0,5,1
57.0,2,1,0.0,0,0,0,0,0,3,1,2,2,0,1.0,1,5,1,1,1,0,1,2.0,2,1,4
4.0,2,1,0.0,0,0,2,2,0,2,1,1,1,1,1.0,0,5,0,0,0,0,1,1.0,0,5,0
49.0,2,1,0.0,1,0,0,0,0,2,1,1,2,1,0.0,1,5,1,0,1,1,1,2.0,2,5,4
16.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,1.0,1,5,0,0,0,0,1,1.0,0,5,1
39.0,2,1,0.0,0,0,0,0,0,1,0,0,2,0,2.0,1,5,0,1,1,1,1,2.0,0,4,4
28.0,0,3,0.0,1,0,2,2,0,0,0,0,0,1,0.0,1,5,0,0,1,0,0,1.0,0,5,2
30.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,1.0,1,5,0,0,1,1,1,2.0,0,5,3
17.0,2,1,0.0,1,0,2,2,0,2,2,0,2,0,1.0,0,5,0,0,1,1,0,1.0,0,5,2
11.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,2.0,0,5,0,0,0,0,1,0.0,0,5,0
9.0,0,6,0.0,0,0,0,0,0,1,0,0,0,0,5.0,0,5,0,0,0,0,1,1.0,0,5,0
9.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,1.0,0,5,0,0,0,0,1,0.0,0,5,0
33.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,3.0,1,5,1,0,0,0,0,1.0,1,5,2
16.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,0,5,0,0,1,0,1,0.0,0,5,1
9.0,2,1,0.0,0,0,0,0,0,2,0,0,0,0,1.0,0,5,0,0,0,0,1,1.0,0,5,0
27.0,2,1,0.0,0,0,0,0,0,1,2,0,1,0,1.0,0,5,0,1,1,1,1,1.0,0,4,3
32.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,1.0,0,5,0,1,1,0,1,1.0,0,1,2
4.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,0,0,0,1,1,2.0,0,5,1
3.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
37.0,2,1,0.0,0,0,0,0,0,3,1,1,2,2,2.0,1,5,0,0,1,1,1,2.0,0,5,3
21.0,2,2,0.0,0,0,0,0,0,3,1,2,2,2,1.0,1,5,0,0,0,0,1,1.0,0,5,1
7.0,0,5,0.0,0,0,0,0,0,1,0,0,0,0,4.0,0,5,0,0,0,0,1,0.0,0,5,0
32.0,0,2,0.0,0,0,2,2,0,2,1,2,1,2,1.0,1,5,0,0,1,0,1,1.0,0,5,2
7.0,2,2,0.0,0,0,2,2,0,3,0,0,2,2,1.0,0,5,0,0,0,0,0,1.0,0,5,0
29.0,1,2,0.0,0,0,2,2,0,1,0,0,2,0,2.0,0,5,0,1,1,0,1,1.0,0,4,2
11.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,5.0,0,5,0,0,0,0,0,1.0,0,5,0
29.0,2,1,0.0,0,0,0,0,0,0,1,1,0,0,1.0,1,5,0,0,1,0,1,1.0,0,5,2
13.0,0,6,0.0,0,0,0,0,0,1,0,0,1,0,5.0,1,5,0,0,0,0,1,0.0,0,5,1
25.0,2,3,0.0,0,0,0,0,0,1,0,0,1,2,3.0,0,5,0,0,1,0,0,1.0,0,5,1
26.0,2,1,0.0,0,0,0,0,0,3,1,2,1,2,1.0,1,5,0,0,1,1,1,1.0,0,5,3
24.0,2,1,0.0,0,0,2,2,0,2,1,1,1,1,2.0,0,5,0,0,1,1,1,1.0,0,5,2
13.0,0,6,0.0,0,0,0,0,0,1,0,0,0,2,4.0,0,5,0,0,0,0,1,0.0,0,5,0
11.0,0,4,0.0,0,0,2,2,0,1,0,0,2,2,2.0,0,5,0,0,0,0,1,0.0,0,5,0
29.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,2.0,1,5,0,0,1,0,1,1.0,0,5,2
11.0,0,6,0.0,0,0,2,2,0,0,0,0,0,0,2.0,0,5,0,0,0,0,1,0.0,0,5,0
24.0,0,6,0.0,0,0,0,0,0,2,2,0,1,0,2.0,1,5,0,0,0,0,1,1.0,0,5,1
42.0,2,1,0.0,0,0,2,2,0,2,0,0,2,2,1.0,1,5,0,1,1,0,1,2.0,0,1,3
11.0,2,2,0.0,0,0,0,0,0,1,0,0,0,1,1.0,0,5,0,0,0,0,1,0.0,0,5,0
27.0,2,2,0.0,0,0,2,2,0,2,2,0,1,0,0.0,0,5,1,0,0,0,1,2.0,2,5,1
19.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,4.0,1,5,0,0,0,0,0,1.0,0,5,1
17.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,1,5,0,0,0,0,1,0.0,0,5,1
39.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,3.0,1,5,0,1,1,0,1,1.0,0,4,3
29.0,0,6,0.0,0,0,2,2,0,0,0,0,0,1,5.0,0,5,0,1,1,0,1,1.0,0,3,2
43.0,1,1,0.0,0,0,0,0,0,3,0,0,2,1,1.0,1,5,0,1,1,0,1,1.0,0,4,3
38.0,2,2,0.0,0,0,0,0,0,1,0,0,1,2,1.0,0,5,1,0,1,0,1,1.0,2,5,2
29.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0,5,0,0,1,0,1,1.0,0,5,1
7.0,2,1,0.0,0,0,0,0,0,1,0,0,2,0,1.0,0,5,0,0,0,0,1,1.0,0,5,0
33.0,2,1,0.0,0,0,2,2,0,2,2,0,2,2,1.0,1,5,0,0,1,1,1,2.0,0,5,3
61.0,2,1,0.0,0,0,0,0,0,2,0,0,2,0,1.0,1,5,1,1,1,0,1,1.0,1,4,4
22.0,0,5,0.0,0,0,2,2,0,1,0,0,2,0,4.0,0,5,0,0,1,0,1,2.0,0,5,1
19.0,2,1,0.0,0,0,0,0,0,3,1,2,2,0,0.0,0,5,0,0,1,0,1,1.0,0,5,1
21.0,2,2,0.0,0,0,2,2,0,3,1,0,2,0,0.0,0,5,0,0,1,0,0,1.0,0,5,1
18.0,2,1,0.0,0,0,0,0,0,1,0,0,2,0,1.0,0,5,0,0,0,0,1,2.0,0,5,0
39.0,2,4,0.0,0,0,2,2,0,1,0,0,1,0,3.0,1,5,0,1,1,1,1,1.0,0,1,4
44.0,2,1,0.0,0,0,2,2,0,3,1,1,2,0,2.0,1,5,0,1,1,0,1,2.0,0,1,3
39.0,2,2,0.0,0,0,2,2,0,3,2,0,2,0,1.0,1,5,0,1,1,0,1,2.0,0,3,3
21.0,2,1,0.0,0,0,0,0,0,3,1,0,2,0,2.0,1,5,0,0,0,0,0,1.0,0,5,1
9.0,2,4,0.0,0,0,2,2,0,1,0,0,0,0,3.0,0,5,0,0,0,0,1,1.0,0,5,0
41.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,1,5,1,1,0,0,1,2.0,1,3,3
63.0,2,1,0.0,0,0,2,2,0,3,1,2,2,1,1.0,1,5,1,1,1,1,1,1.0,2,3,5
17.0,2,1,0.0,0,0,2,2,0,2,0,0,1,2,2.0,0,5,0,0,0,0,1,1.0,0,5,0
36.0,2,1,0.0,0,0,0,0,0,1,2,0,1,0,2.0,1,5,0,1,1,1,1,1.0,0,2,4
10.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,5.0,0,5,0,0,0,0,0,1.0,0,5,0
31.0,2,1,0.0,0,0,2,2,0,3,2,0,1,0,4.0,1,5,0,0,1,0,1,1.0,0,5,2
22.0,2,2,0.0,0,0,0,0,0,1,0,0,2,1,1.0,1,5,0,0,0,0,1,2.0,0,5,1
31.0,2,2,0.0,0,0,2,2,0,3,1,1,2,0,0.0,1,5,0,0,1,0,1,1.0,0,5,2
31.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,1.0,0,5,1,0,1,0,1,0.0,1,5,2
19.0,2,2,0.0,0,0,0,0,0,1,1,1,1,1,2.0,0,5,0,1,0,0,1,1.0,0,1,1
14.0,1,3,0.0,0,0,0,0,0,1,0,0,0,0,3.0,0,5,0,0,0,1,1,1.0,0,5,1
39.0,0,2,0.0,0,0,2,2,0,2,2,0,2,0,0.0,1,5,0,1,1,1,1,2.0,0,3,4
29.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,1.0,1,5,0,1,0,1,1,1.0,0,1,3
37.0,2,2,0.0,0,0,0,0,0,1,0,0,2,0,1.0,1,5,0,1,1,0,1,1.0,0,4,3
9.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,5.0,0,5,0,0,0,1,1,0.0,0,5,1
43.0,1,1,0.0,0,0,2,2,0,1,0,0,0,0,4.0,1,5,0,1,1,0,1,0.0,0,1,3
24.0,2,1,0.0,0,0,0,0,0,1,2,0,1,0,2.0,1,5,0,0,0,0,1,1.0,0,5,1
29.0,2,1,0.0,0,0,0,0,0,1,0,0,2,2,3.0,1,5,1,0,0,0,1,1.0,1,5,2
55.0,2,2,0.0,0,0,2,2,0,3,1,2,2,1,2.0,1,5,1,1,1,1,1,2.0,1,4,5
13.0,0,6,0.0,0,0,0,0,0,0,0,0,1,0,5.0,0,5,0,0,0,0,1,1.0,0,5,0
31.0,0,5,0.0,0,0,2,2,0,2,0,0,1,2,2.0,1,5,0,0,1,0,1,0.0,0,5,2
18.0,2,1,0.0,0,0,0,0,0,3,1,2,2,1,3.0,0,5,0,0,1,0,1,2.0,0,5,1
36.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,5,0,0,1,0,1,0.0,0,5,2
11.0,0,4,0.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,0,0,0,0,1,0.0,0,5,0
12.0,1,3,0.0,0,0,0,0,0,2,0,0,2,1,1.0,0,5,0,0,0,0,1,2.0,0,5,0
56.0,2,1,0.0,0,0,0,0,0,3,1,2,1,0,1.0,1,5,1,1,1,1,1,2.0,1,4,5
29.0,1,5,0.0,0,0,2,2,0,1,0,0,0,0,4.0,1,5,0,0,1,0,1,1.0,0,5,2
31.0,0,3,0.0,0,0,0,0,0,1,0,0,0,0,1.0,1,5,1,0,0,0,1,0.0,1,5,2
7.0,0,5,0.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,0,0,0,0,1,1.0,0,5,0
18.0,2,1,0.0,0,0,2,2,0,1,1,1,1,1,3.0,0,5,0,1,0,0,1,0.0,0,1,1
21.0,1,5,0.0,0,0,2,2,0,1,0,0,1,0,1.0,1,5,0,0,0,0,1,1.0,0,5,1
28.0,2,1,0.0,0,0,0,0,0,3,1,2,2,2,1.0,1,5,0,0,0,1,1,1.0,0,5,2
27.0,2,1,0.0,0,0,0,0,0,3,1,2,3,2,0.0,1,5,0,0,0,1,1,2.0,0,5,2
17.0,0,6,0.0,0,0,0,0,0,1,0,0,0,0,3.0,0,5,0,0,1,1,1,0.0,0,5,2
26.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,3.0,0,5,0,0,1,0,1,2.0,0,5,1
12.0,2,1,0.0,0,0,0,0,0,2,0,0,1,0,1.0,1,5,0,0,0,0,1,1.0,0,5,1
22.0,1,4,0.0,0,0,2,2,0,1,0,0,0,1,2.0,0,5,0,0,1,1,1,2.0,0,5,2
15.0,0,6,0.0,0,0,2,2,0,1,0,0,0,0,5.0,0,5,0,0,0,0,1,0.0,0,5,0
27.0,2,1,0.0,0,0,0,0,0,3,0,0,2,0,1.0,0,5,1,0,0,1,1,1.0,1,5,2
10.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,5.0,0,5,0,0,0,1,1,1.0,0,5,1
6.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,4.0,0,5,0,0,0,0,1,0.0,0,5,0
24.0,2,3,0.0,0,0,0,0,0,3,0,0,3,0,3.0,0,5,0,0,1,1,1,2.0,0,5,2
49.0,2,1,0.0,0,0,2,2,0,3,2,0,3,2,2.0,1,5,1,0,1,1,1,1.0,2,5,4
11.0,0,6,0.0,0,0,0,0,0,1,0,0,0,0,5.0,0,5,0,0,0,0,1,0.0,0,5,0
17.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,1,5,0,0,0,0,1,0.0,0,5,1
9.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,2.0,0,5,0,0,0,0,1,0.0,0,5,0
11.0,0,4,0.0,0,0,2,2,0,1,1,1,1,0,1.0,0,5,0,0,0,0,1,1.0,0,5,0
11.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,5.0,0,5,0,0,0,0,1,0.0,0,5,0
11.0,0,1,0.0,0,0,2,2,0,2,0,0,2,2,1.0,0,5,0,0,0,0,1,1.0,0,5,0
33.0,2,2,0.0,0,0,0,0,0,1,0,0,2,2,1.0,1,5,0,1,0,0,0,1.0,0,1,2
7.0,0,3,0.0,0,0,0,0,0,1,0,0,1,0,4.0,0,5,0,0,0,0,1,1.0,0,5,0
32.0,2,1,0.0,0,0,0,0,0,2,1,1,1,0,1.0,1,5,0,0,1,0,1,1.0,0,5,2
9.0,0,6,0.0,0,0,0,0,0,0,0,0,0,1,4.0,0,5,0,0,0,0,0,1.0,0,5,0
19.0,0,4,0.0,0,0,0,0,0,1,0,0,0,1,5.0,0,5,0,0,1,0,1,1.0,0,5,1
30.0,0,6,0.0,1,0,2,2,0,1,0,0,1,0,5.0,1,5,0,0,1,0,1,1.0,0,5,2
13.0,0,5,0.0,0,0,2,2,0,1,0,0,0,0,4.0,0,5,0,0,0,0,1,1.0,0,5,0
31.0,2,1,0.0,0,0,0,0,0,1,1,1,2,1,1.0,1,5,0,0,1,0,1,0.0,0,5,2
9.0,2,1,0.0,0,0,2,2,0,1,0,0,2,2,3.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,3.0,1,5,0,0,1,0,1,1.0,0,5,2
34.0,2,3,0.0,0,0,2,2,0,1,0,0,2,0,1.0,1,5,0,0,1,0,1,1.0,0,5,2
9.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,5.0,0,5,0,0,0,0,0,1.0,0,5,0
29.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,4.0,0,5,0,1,1,0,1,0.0,0,4,2
17.0,2,1,0.0,0,0,2,2,0,2,0,0,2,1,1.0,1,5,0,0,0,0,1,0.0,0,5,1
8.0,1,3,0.0,0,0,0,0,0,0,0,0,2,0,3.0,0,5,0,0,0,0,1,1.0,0,5,0
12.0,0,3,0.0,0,0,0,0,0,1,0,0,0,2,4.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,0,5,0,0,1,1,1,0.0,0,5,2
11.0,0,4,0.0,0,0,0,0,0,2,2,0,0,0,3.0,0,5,0,0,0,0,1,1.0,0,5,0
7.0,1,2,0.0,0,0,2,2,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
21.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,4.0,1,5,0,0,0,1,1,2.0,0,5,2
57.0,1,2,0.0,0,0,2,2,0,2,2,0,1,0,1.0,1,5,1,1,1,0,1,1.0,1,4,4
19.0,2,2,0.0,0,0,0,0,0,1,0,0,2,2,3.0,0,5,0,1,0,0,1,0.0,0,4,1
31.0,2,1,0.0,1,0,2,2,0,1,0,0,1,0,1.0,0,5,0,1,1,1,1,1.0,0,4,3
21.0,0,6,0.0,0,0,2,2,0,3,2,0,2,0,4.0,0,5,0,0,1,0,1,0.0,0,5,1
14.0,0,5,0.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,0,0,0,0,1,0.0,0,5,0
27.0,2,2,0.0,0,0,0,0,0,2,2,0,1,0,1.0,1,5,0,1,0,0,1,1.0,0,1,2
19.0,0,3,0.0,0,0,2,2,0,0,0,0,0,0,3.0,0,5,1,0,0,0,0,1.0,1,5,1
13.0,2,3,0.0,0,0,0,0,0,1,0,0,1,1,2.0,0,5,0,0,0,0,1,2.0,0,5,0
9.0,2,5,0.0,0,0,0,0,0,1,0,0,0,1,1.0,0,5,0,0,0,0,1,0.0,0,5,0
25.0,2,1,0.0,1,0,0,0,0,3,0,0,2,0,1.0,1,5,0,0,0,0,1,2.0,0,5,1
25.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,0.0,1,5,0,1,0,0,1,2.0,0,4,2
38.0,2,1,0.0,0,0,0,0,0,2,2,0,1,0,1.0,1,5,0,1,1,0,1,1.0,0,4,3
6.0,2,2,0.0,0,0,0,0,0,1,0,0,0,1,3.0,0,5,0,0,0,0,1,0.0,0,5,0
48.0,0,2,0.0,0,0,2,2,0,1,0,0,1,2,1.0,1,5,1,1,1,1,1,1.0,1,4,5
55.0,2,1,0.0,0,0,0,0,0,1,1,1,0,0,2.0,1,5,1,1,1,1,0,1.0,1,1,5
8.0,2,1,0.0,0,0,0,0,0,0,0,0,0,1,3.0,0,5,0,0,0,1,1,0.0,0,5,1
26.0,0,4,0.0,0,0,2,2,0,3,2,0,2,0,2.0,1,5,0,1,0,1,1,1.0,0,2,3
16.0,0,4,0.0,0,0,0,0,0,2,0,0,1,1,2.0,1,5,0,0,0,0,1,2.0,0,5,1
28.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,2.0,1,5,0,0,1,0,1,0.0,0,5,2
32.0,2,1,0.0,0,0,0,0,0,2,0,0,2,2,1.0,1,5,0,1,1,1,1,1.0,0,2,4
6.0,2,1,0.0,0,0,0,0,0,1,0,0,2,0,2.0,0,5,0,0,0,0,1,1.0,0,5,0
38.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,0.0,1,5,0,1,1,0,1,1.0,0,3,3
41.0,2,1,0.0,0,0,2,2,0,3,2,0,2,0,0.0,1,5,0,1,1,1,1,2.0,0,4,4
40.0,0,6,0.0,0,0,0,0,0,2,0,0,2,2,2.0,1,5,0,1,1,0,1,2.0,0,3,3
9.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,5.0,0,5,0,0,0,0,1,0.0,0,5,0
8.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,0,5,0,0,0,0,1,1.0,0,5,0
10.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,1.0,0,5,0,0,0,0,1,1.0,0,5,0
18.0,0,5,0.0,0,0,2,2,0,0,0,0,1,1,2.0,1,5,0,0,0,1,1,0.0,0,5,2
36.0,2,1,0.0,0,0,0,0,0,3,1,2,2,0,2.0,1,5,0,1,0,1,1,1.0,0,3,3
23.0,2,1,0.0,0,0,0,0,0,2,0,0,1,0,3.0,0,5,1,0,0,0,1,2.0,1,5,1
6.0,2,2,0.0,0,0,2,2,0,0,0,0,0,0,5.0,0,5,0,0,0,0,1,1.0,0,5,0
16.0,0,6,0.0,0,0,0,0,0,0,0,0,1,0,5.0,1,5,0,0,0,0,1,1.0,0,5,1
14.0,1,1,0.0,0,0,0,0,0,2,1,1,1,0,1.0,0,5,0,0,0,1,1,0.0,0,5,1
20.0,2,1,0.0,0,0,0,0,0,0,1,1,0,1,2.0,1,5,0,0,0,0,0,1.0,0,5,1
20.0,1,3,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,5,0,0,0,0,1,2.0,0,5,1
31.0,2,1,0.0,0,0,0,0,0,3,1,2,2,2,1.0,1,5,0,0,1,1,1,2.0,0,5,3
22.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,5.0,1,5,0,0,0,1,1,1.0,0,5,2
26.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,5,0,1,0,1,1,1.0,0,4,3
10.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
15.0,0,5,0.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,0,0,0,0,1,1.0,0,5,0
18.0,2,2,0.0,0,0,0,0,0,1,0,0,0,0,1.0,1,5,0,0,0,0,1,0.0,0,5,1
28.0,2,2,0.0,0,0,2,2,0,1,1,1,0,0,1.0,1,5,0,0,1,1,1,0.0,0,5,3
22.0,2,1,0.0,0,0,0,0,0,2,1,1,0,0,1.0,1,5,0,0,1,1,1,1.0,0,5,3
